States,Account_Length,Area-Code,Phone,International Plan,Vmail Plan,Vmail Message,Day Mins,Day Calls,Day Charge,Eve Mins,Eve Calls,Eve Charge,Night Mins,Night Calls,Night Charge ,International Mins,International Calls,International Charge,Cutserv Calls,Churn_Flag
AZ,100.00,415.00, 333-2337,0.00,0.00,0.00,189.00,152.00,32.00,148.00,115.00,13.00,180.00,88.00,8.00,15.00,5.00,4.00,2.00,0.00
PA,147.00,510.00, 416-8652,0.00,1.00,35.00,111.00,123.00,19.00,199.00,81.00,17.00,213.00,77.00,10.00,9.00,4.00,2.00,2.00,0.00
OR,25.00,408.00, 422-5874,0.00,0.00,0.00,179.00,90.00,30.00,141.00,72.00,12.00,203.00,99.00,9.00,8.00,5.00,2.00,2.00,0.00
ME,112.00,415.00, 403-4816,0.00,0.00,0.00,185.00,114.00,32.00,191.00,119.00,16.00,144.00,78.00,6.00,10.00,11.00,3.00,2.00,0.00
NJ,121.00,415.00, 377-6036,0.00,0.00,0.00,166.00,114.00,28.00,139.00,130.00,12.00,215.00,108.00,10.00,10.00,10.00,3.00,2.00,0.00
MA,118.00,408.00, 343-7734,1.00,0.00,0.00,160.00,123.00,27.00,175.00,96.00,15.00,185.00,99.00,8.00,10.00,3.00,3.00,2.00,0.00
NH,75.00,510.00, 361-5581,0.00,0.00,0.00,192.00,106.00,33.00,140.00,97.00,12.00,190.00,94.00,9.00,8.00,5.00,2.00,2.00,0.00
UT,243.00,510.00, 355-9360,0.00,0.00,0.00,96.00,92.00,16.00,164.00,63.00,14.00,264.00,118.00,12.00,7.00,6.00,2.00,2.00,0.00
KY,71.00,510.00, 403-1953,0.00,1.00,22.00,141.00,107.00,24.00,163.00,105.00,14.00,220.00,99.00,10.00,6.00,3.00,2.00,2.00,0.00
VA,136.00,415.00, 416-6760,0.00,0.00,0.00,110.00,92.00,19.00,219.00,109.00,19.00,188.00,67.00,8.00,12.00,4.00,3.00,2.00,0.00
TX,90.00,408.00, 328-8179,0.00,1.00,27.00,157.00,51.00,27.00,237.00,118.00,20.00,123.00,111.00,6.00,13.00,6.00,3.00,2.00,0.00
MI,102.00,510.00, 336-4656,0.00,0.00,0.00,103.00,89.00,17.00,246.00,77.00,21.00,171.00,140.00,8.00,9.00,4.00,2.00,2.00,0.00
HI,106.00,415.00, 352-8508,0.00,0.00,0.00,148.00,97.00,25.00,209.00,99.00,18.00,162.00,80.00,7.00,9.00,5.00,2.00,2.00,0.00
NE,92.00,415.00, 386-2759,0.00,0.00,0.00,181.00,98.00,31.00,165.00,98.00,14.00,171.00,110.00,8.00,11.00,4.00,3.00,2.00,0.00
LA,4.00,408.00, 417-8960,0.00,1.00,31.00,158.00,99.00,27.00,164.00,98.00,14.00,193.00,108.00,9.00,13.00,3.00,3.00,2.00,0.00
VA,114.00,415.00, 377-8067,1.00,1.00,31.00,175.00,104.00,30.00,224.00,92.00,19.00,116.00,91.00,5.00,12.00,10.00,3.00,2.00,0.00
NH,64.00,408.00, 394-2445,0.00,1.00,27.00,182.00,91.00,31.00,170.00,98.00,14.00,165.00,86.00,7.00,11.00,5.00,3.00,2.00,0.00
FL,161.00,415.00, 390-7328,1.00,0.00,0.00,156.00,114.00,27.00,180.00,63.00,15.00,180.00,115.00,8.00,11.00,9.00,3.00,2.00,0.00
NH,84.00,408.00, 409-5749,0.00,1.00,30.00,107.00,65.00,18.00,226.00,108.00,19.00,189.00,61.00,8.00,6.00,3.00,2.00,2.00,0.00
WV,123.00,415.00, 352-3440,0.00,0.00,0.00,176.00,78.00,30.00,185.00,96.00,16.00,157.00,92.00,7.00,9.00,2.00,2.00,2.00,0.00
NV,113.00,415.00, 422-6690,0.00,1.00,23.00,205.00,101.00,35.00,152.00,60.00,13.00,159.00,59.00,7.00,10.00,5.00,3.00,2.00,0.00
TX,92.00,510.00, 336-9901,0.00,0.00,0.00,140.00,98.00,24.00,175.00,143.00,15.00,202.00,135.00,9.00,9.00,7.00,3.00,2.00,0.00
NJ,35.00,408.00, 337-1802,0.00,0.00,0.00,159.00,67.00,27.00,130.00,96.00,11.00,230.00,80.00,10.00,7.00,5.00,2.00,2.00,0.00
AL,117.00,510.00, 391-8677,0.00,0.00,0.00,159.00,84.00,27.00,182.00,91.00,15.00,177.00,67.00,8.00,8.00,10.00,2.00,2.00,0.00
CO,54.00,510.00, 360-1643,0.00,1.00,39.00,118.00,82.00,20.00,159.00,60.00,14.00,236.00,113.00,11.00,11.00,10.00,3.00,2.00,0.00
IL,65.00,510.00, 369-8871,0.00,0.00,0.00,192.00,89.00,33.00,140.00,88.00,12.00,187.00,102.00,8.00,6.00,4.00,1.00,2.00,0.00
MN,49.00,415.00, 340-3837,0.00,0.00,0.00,172.00,86.00,29.00,189.00,85.00,16.00,155.00,82.00,7.00,9.00,2.00,2.00,2.00,0.00
CO,107.00,415.00, 404-4421,0.00,0.00,0.00,167.00,100.00,28.00,164.00,79.00,14.00,186.00,100.00,8.00,7.00,5.00,2.00,2.00,0.00
WY,104.00,415.00, 365-6022,0.00,0.00,0.00,139.00,100.00,24.00,215.00,58.00,18.00,164.00,98.00,7.00,5.00,4.00,1.00,2.00,0.00
NE,80.00,415.00, 356-7239,0.00,0.00,0.00,128.00,67.00,22.00,182.00,112.00,15.00,197.00,63.00,9.00,16.00,2.00,4.00,2.00,0.00
MI,73.00,408.00, 342-9363,0.00,1.00,19.00,179.00,108.00,31.00,94.00,90.00,8.00,235.00,99.00,11.00,15.00,4.00,4.00,2.00,0.00
OR,69.00,415.00, 401-8377,0.00,0.00,0.00,168.00,76.00,28.00,242.00,92.00,21.00,101.00,103.00,5.00,11.00,4.00,3.00,2.00,0.00
DE,95.00,510.00, 367-8298,0.00,0.00,0.00,184.00,95.00,31.00,182.00,101.00,15.00,143.00,113.00,6.00,13.00,4.00,3.00,2.00,0.00
IN,122.00,415.00, 344-3388,0.00,0.00,0.00,244.00,98.00,41.00,84.00,72.00,7.00,180.00,84.00,8.00,14.00,8.00,4.00,2.00,0.00
AL,115.00,510.00, 390-7370,0.00,1.00,14.00,192.00,86.00,33.00,89.00,90.00,8.00,229.00,120.00,10.00,11.00,3.00,3.00,2.00,0.00
MO,15.00,415.00, 417-9814,0.00,0.00,0.00,135.00,101.00,23.00,153.00,79.00,13.00,225.00,83.00,10.00,8.00,5.00,2.00,2.00,0.00
NY,94.00,415.00, 363-1123,0.00,0.00,0.00,190.00,91.00,32.00,92.00,107.00,8.00,225.00,108.00,10.00,14.00,17.00,4.00,2.00,0.00
NJ,88.00,510.00, 354-9927,0.00,0.00,0.00,143.00,97.00,24.00,171.00,81.00,15.00,195.00,89.00,9.00,11.00,5.00,3.00,2.00,0.00
LA,114.00,415.00, 356-8982,0.00,0.00,0.00,169.00,96.00,29.00,150.00,83.00,13.00,197.00,119.00,9.00,5.00,4.00,1.00,2.00,0.00
WV,145.00,415.00, 383-3375,0.00,0.00,0.00,129.00,97.00,22.00,185.00,101.00,16.00,205.00,106.00,9.00,1.00,2.00,0.00,2.00,0.00
OR,51.00,510.00, 394-3023,0.00,0.00,0.00,52.00,107.00,9.00,230.00,104.00,20.00,228.00,118.00,10.00,10.00,4.00,3.00,2.00,0.00
ME,205.00,510.00, 413-4039,0.00,1.00,24.00,176.00,139.00,30.00,155.00,98.00,13.00,181.00,64.00,8.00,8.00,5.00,2.00,2.00,0.00
TN,125.00,415.00, 386-3025,0.00,0.00,0.00,139.00,96.00,24.00,160.00,117.00,14.00,213.00,91.00,10.00,8.00,3.00,2.00,2.00,0.00
NV,116.00,408.00, 360-1320,0.00,0.00,0.00,111.00,54.00,19.00,213.00,82.00,18.00,186.00,116.00,8.00,8.00,2.00,2.00,2.00,0.00
CO,93.00,415.00, 346-6439,0.00,0.00,0.00,121.00,104.00,21.00,206.00,95.00,17.00,183.00,107.00,8.00,10.00,6.00,3.00,2.00,0.00
NH,174.00,408.00, 336-2829,0.00,0.00,0.00,139.00,96.00,24.00,143.00,108.00,12.00,225.00,107.00,10.00,10.00,5.00,3.00,2.00,0.00
CT,184.00,510.00, 364-6381,1.00,0.00,0.00,214.00,105.00,36.00,160.00,84.00,14.00,139.00,137.00,6.00,5.00,10.00,1.00,2.00,0.00
SC,78.00,415.00, 403-8915,0.00,1.00,21.00,161.00,85.00,27.00,223.00,79.00,19.00,124.00,92.00,6.00,10.00,1.00,3.00,2.00,0.00
LA,81.00,415.00, 376-5968,0.00,1.00,43.00,102.00,102.00,17.00,225.00,104.00,19.00,182.00,97.00,8.00,7.00,5.00,2.00,2.00,0.00
OH,127.00,408.00, 396-9462,0.00,0.00,0.00,140.00,94.00,24.00,241.00,112.00,20.00,127.00,88.00,6.00,9.00,4.00,2.00,2.00,0.00
NH,95.00,510.00, 409-3018,0.00,0.00,0.00,143.00,109.00,24.00,176.00,107.00,15.00,190.00,88.00,9.00,8.00,3.00,2.00,2.00,0.00
VA,210.00,408.00, 360-8666,0.00,0.00,0.00,105.00,121.00,18.00,150.00,71.00,13.00,255.00,67.00,11.00,7.00,8.00,2.00,2.00,0.00
AK,52.00,408.00, 375-5562,0.00,0.00,0.00,217.00,104.00,37.00,152.00,83.00,13.00,134.00,109.00,6.00,12.00,4.00,3.00,2.00,0.00
PA,90.00,408.00, 364-8776,0.00,0.00,0.00,161.00,97.00,27.00,136.00,46.00,12.00,209.00,121.00,9.00,9.00,4.00,2.00,2.00,0.00
NC,169.00,408.00, 333-7869,0.00,0.00,0.00,143.00,82.00,24.00,231.00,110.00,20.00,131.00,67.00,6.00,10.00,4.00,3.00,2.00,0.00
OH,107.00,510.00, 411-3095,0.00,1.00,38.00,219.00,92.00,37.00,181.00,73.00,15.00,104.00,91.00,5.00,11.00,1.00,3.00,2.00,0.00
OR,72.00,510.00, 345-7900,0.00,0.00,0.00,141.00,133.00,24.00,135.00,96.00,11.00,228.00,97.00,10.00,11.00,3.00,3.00,2.00,0.00
NM,178.00,415.00, 398-1332,0.00,1.00,35.00,175.00,88.00,30.00,190.00,65.00,16.00,139.00,94.00,6.00,11.00,3.00,3.00,2.00,0.00
RI,65.00,415.00, 368-5612,0.00,1.00,29.00,216.00,129.00,37.00,162.00,77.00,14.00,128.00,91.00,6.00,9.00,5.00,2.00,2.00,0.00
FL,148.00,510.00, 394-7710,1.00,0.00,0.00,148.00,138.00,25.00,160.00,123.00,14.00,197.00,62.00,9.00,9.00,3.00,2.00,2.00,0.00
WV,131.00,408.00, 354-7284,0.00,0.00,0.00,156.00,78.00,26.00,165.00,134.00,14.00,184.00,89.00,8.00,9.00,2.00,2.00,2.00,0.00
VA,102.00,408.00, 348-5038,0.00,0.00,0.00,157.00,67.00,27.00,204.00,103.00,17.00,142.00,72.00,6.00,10.00,2.00,3.00,2.00,0.00
MN,163.00,408.00, 371-5655,0.00,1.00,22.00,215.00,91.00,37.00,139.00,102.00,12.00,146.00,109.00,7.00,12.00,2.00,3.00,2.00,0.00
CT,102.00,415.00, 421-6694,0.00,1.00,25.00,137.00,100.00,23.00,177.00,83.00,15.00,188.00,93.00,8.00,10.00,6.00,3.00,2.00,0.00
WI,133.00,415.00, 373-1160,0.00,0.00,0.00,113.00,137.00,19.00,160.00,103.00,14.00,229.00,98.00,10.00,10.00,7.00,3.00,2.00,0.00
MA,166.00,415.00, 363-4005,0.00,0.00,0.00,203.00,81.00,35.00,168.00,110.00,14.00,132.00,124.00,6.00,9.00,5.00,2.00,2.00,0.00
FL,119.00,415.00, 345-7117,0.00,0.00,0.00,109.00,96.00,19.00,153.00,80.00,13.00,240.00,102.00,11.00,10.00,5.00,3.00,2.00,0.00
AZ,60.00,415.00, 366-2212,0.00,0.00,0.00,98.00,88.00,17.00,181.00,69.00,15.00,224.00,69.00,10.00,9.00,2.00,3.00,2.00,0.00
NJ,94.00,415.00, 419-2228,0.00,0.00,0.00,145.00,92.00,25.00,173.00,103.00,15.00,184.00,43.00,8.00,9.00,3.00,3.00,2.00,0.00
NC,117.00,510.00, 376-5471,0.00,0.00,0.00,214.00,94.00,36.00,138.00,149.00,12.00,149.00,102.00,7.00,10.00,1.00,3.00,2.00,0.00
WV,133.00,510.00, 419-7320,0.00,1.00,24.00,126.00,106.00,21.00,161.00,95.00,14.00,209.00,112.00,9.00,15.00,4.00,4.00,2.00,0.00
IL,103.00,408.00, 391-4172,0.00,0.00,0.00,147.00,81.00,25.00,158.00,88.00,13.00,194.00,103.00,9.00,11.00,3.00,3.00,2.00,0.00
OH,29.00,408.00, 402-6666,0.00,0.00,0.00,197.00,81.00,33.00,168.00,110.00,14.00,133.00,98.00,6.00,13.00,7.00,3.00,2.00,0.00
HI,169.00,408.00, 369-6323,0.00,0.00,0.00,241.00,119.00,41.00,141.00,102.00,12.00,121.00,56.00,5.00,8.00,2.00,2.00,2.00,0.00
UT,117.00,510.00, 341-3663,0.00,1.00,20.00,206.00,98.00,35.00,136.00,107.00,12.00,159.00,147.00,7.00,9.00,3.00,2.00,2.00,0.00
OH,68.00,510.00, 380-9990,0.00,0.00,0.00,144.00,80.00,24.00,134.00,65.00,11.00,216.00,84.00,10.00,16.00,5.00,4.00,2.00,0.00
KY,47.00,415.00, 398-8386,0.00,1.00,40.00,158.00,90.00,27.00,213.00,71.00,18.00,123.00,132.00,6.00,14.00,2.00,4.00,2.00,0.00
AL,116.00,408.00, 350-2154,0.00,0.00,0.00,134.00,88.00,23.00,177.00,103.00,15.00,185.00,106.00,8.00,12.00,4.00,3.00,2.00,0.00
MT,42.00,415.00, 378-7872,0.00,0.00,0.00,151.00,52.00,26.00,247.00,96.00,21.00,104.00,118.00,5.00,7.00,4.00,2.00,2.00,0.00
SD,116.00,408.00, 393-3535,0.00,0.00,0.00,168.00,119.00,29.00,142.00,123.00,12.00,191.00,128.00,9.00,7.00,4.00,2.00,2.00,0.00
WI,72.00,408.00, 383-9448,0.00,0.00,0.00,180.00,113.00,31.00,150.00,112.00,13.00,168.00,79.00,8.00,10.00,7.00,3.00,2.00,0.00
NY,9.00,415.00, 398-8588,0.00,1.00,16.00,89.00,87.00,15.00,179.00,108.00,15.00,229.00,96.00,10.00,12.00,3.00,3.00,2.00,0.00
NY,39.00,408.00, 356-1889,0.00,0.00,0.00,160.00,68.00,27.00,103.00,103.00,9.00,235.00,106.00,11.00,9.00,5.00,2.00,2.00,0.00
MT,111.00,408.00, 400-1636,0.00,0.00,0.00,142.00,75.00,24.00,123.00,106.00,10.00,230.00,94.00,10.00,13.00,9.00,3.00,2.00,0.00
NH,155.00,408.00, 353-6300,0.00,0.00,0.00,217.00,30.00,37.00,144.00,125.00,12.00,135.00,106.00,6.00,11.00,1.00,3.00,2.00,0.00
OK,139.00,510.00, 339-7422,0.00,0.00,0.00,149.00,90.00,25.00,204.00,106.00,17.00,144.00,105.00,6.00,10.00,4.00,3.00,2.00,0.00
OK,52.00,408.00, 389-4780,0.00,0.00,0.00,215.00,68.00,37.00,159.00,138.00,13.00,123.00,114.00,6.00,9.00,4.00,3.00,2.00,0.00
DC,69.00,415.00, 388-2082,0.00,0.00,0.00,112.00,86.00,19.00,188.00,68.00,16.00,195.00,128.00,9.00,12.00,10.00,3.00,2.00,0.00
OR,59.00,408.00, 353-3061,0.00,1.00,28.00,121.00,97.00,21.00,213.00,92.00,18.00,163.00,116.00,7.00,9.00,5.00,2.00,2.00,0.00
NJ,125.00,415.00, 406-6400,0.00,0.00,0.00,182.00,64.00,31.00,140.00,121.00,12.00,172.00,96.00,8.00,12.00,7.00,3.00,2.00,0.00
MD,90.00,415.00, 353-3203,0.00,0.00,0.00,114.00,122.00,19.00,128.00,154.00,11.00,253.00,109.00,11.00,10.00,5.00,3.00,2.00,0.00
DE,112.00,408.00, 351-8894,0.00,0.00,0.00,101.00,119.00,17.00,214.00,67.00,18.00,180.00,112.00,8.00,10.00,5.00,3.00,2.00,0.00
NE,74.00,415.00, 400-3150,0.00,1.00,25.00,195.00,84.00,33.00,120.00,103.00,10.00,176.00,75.00,8.00,13.00,2.00,4.00,2.00,0.00
TX,121.00,415.00, 348-8464,0.00,0.00,0.00,86.00,100.00,15.00,260.00,113.00,22.00,148.00,79.00,7.00,9.00,9.00,2.00,2.00,0.00
VT,125.00,415.00, 372-4722,0.00,0.00,0.00,127.00,113.00,22.00,156.00,131.00,13.00,206.00,112.00,9.00,14.00,7.00,4.00,2.00,0.00
NV,116.00,510.00, 341-7279,0.00,1.00,35.00,118.00,103.00,20.00,167.00,106.00,14.00,206.00,102.00,9.00,12.00,2.00,3.00,2.00,0.00
DE,147.00,510.00, 400-2203,0.00,0.00,0.00,209.00,104.00,36.00,133.00,78.00,11.00,149.00,123.00,7.00,11.00,3.00,3.00,2.00,0.00
DE,131.00,408.00, 388-9944,0.00,0.00,0.00,94.00,80.00,16.00,215.00,101.00,18.00,180.00,108.00,8.00,13.00,9.00,4.00,2.00,0.00
VA,99.00,510.00, 352-4401,0.00,0.00,0.00,128.00,78.00,22.00,215.00,120.00,18.00,144.00,140.00,6.00,14.00,9.00,4.00,2.00,0.00
WV,193.00,415.00, 339-6887,0.00,0.00,0.00,181.00,114.00,31.00,118.00,80.00,10.00,193.00,97.00,9.00,10.00,4.00,3.00,2.00,0.00
NV,130.00,510.00, 408-4195,0.00,0.00,0.00,154.00,119.00,26.00,110.00,98.00,9.00,227.00,117.00,10.00,9.00,5.00,2.00,2.00,0.00
VT,99.00,408.00, 389-2747,0.00,1.00,19.00,88.00,103.00,15.00,223.00,86.00,19.00,182.00,112.00,8.00,7.00,4.00,2.00,2.00,0.00
NE,127.00,408.00, 344-1999,0.00,0.00,0.00,136.00,110.00,23.00,146.00,116.00,12.00,208.00,88.00,9.00,11.00,4.00,3.00,2.00,0.00
CA,96.00,415.00, 364-9028,0.00,0.00,0.00,184.00,88.00,31.00,109.00,86.00,9.00,190.00,78.00,9.00,17.00,7.00,4.00,2.00,0.00
GA,122.00,408.00, 352-4465,0.00,0.00,0.00,158.00,95.00,27.00,179.00,113.00,15.00,154.00,76.00,7.00,9.00,5.00,2.00,2.00,0.00
WA,49.00,510.00, 406-8550,0.00,1.00,42.00,159.00,67.00,27.00,126.00,125.00,11.00,207.00,88.00,9.00,7.00,3.00,2.00,2.00,0.00
MD,37.00,415.00, 420-2000,1.00,0.00,0.00,107.00,76.00,18.00,147.00,89.00,13.00,236.00,113.00,11.00,10.00,8.00,3.00,2.00,0.00
VA,121.00,415.00, 357-7064,0.00,0.00,0.00,134.00,112.00,23.00,195.00,104.00,17.00,160.00,139.00,7.00,11.00,2.00,3.00,2.00,0.00
CO,37.00,408.00, 408-1513,0.00,0.00,0.00,200.00,107.00,34.00,208.00,110.00,18.00,84.00,123.00,4.00,8.00,4.00,2.00,2.00,0.00
KY,55.00,415.00, 345-4551,0.00,1.00,28.00,105.00,82.00,18.00,197.00,109.00,17.00,188.00,91.00,8.00,9.00,6.00,2.00,2.00,0.00
MI,173.00,415.00, 349-6209,1.00,1.00,18.00,127.00,89.00,22.00,131.00,114.00,11.00,230.00,115.00,10.00,11.00,5.00,3.00,2.00,0.00
NH,124.00,415.00, 370-5361,0.00,0.00,0.00,254.00,113.00,43.00,79.00,104.00,7.00,153.00,69.00,7.00,12.00,2.00,3.00,2.00,0.00
AR,68.00,510.00, 376-1000,0.00,0.00,0.00,173.00,95.00,29.00,139.00,90.00,12.00,174.00,99.00,8.00,12.00,1.00,3.00,2.00,0.00
SC,78.00,415.00, 411-7390,0.00,0.00,0.00,155.00,106.00,26.00,175.00,101.00,15.00,156.00,125.00,7.00,12.00,5.00,3.00,2.00,0.00
AK,130.00,415.00, 392-5587,0.00,0.00,0.00,243.00,101.00,41.00,103.00,114.00,9.00,142.00,89.00,6.00,9.00,2.00,3.00,2.00,0.00
NH,112.00,415.00, 403-3502,0.00,0.00,0.00,124.00,109.00,21.00,196.00,119.00,17.00,166.00,89.00,7.00,10.00,4.00,3.00,2.00,0.00
WY,54.00,408.00, 405-7850,0.00,1.00,39.00,144.00,73.00,24.00,210.00,117.00,18.00,129.00,117.00,6.00,13.00,8.00,3.00,2.00,0.00
TX,51.00,415.00, 397-9251,0.00,0.00,0.00,181.00,88.00,31.00,135.00,102.00,11.00,171.00,97.00,8.00,10.00,3.00,3.00,2.00,0.00
OH,149.00,408.00, 340-5930,0.00,0.00,0.00,196.00,108.00,33.00,137.00,96.00,12.00,155.00,87.00,7.00,8.00,3.00,2.00,2.00,0.00
VA,121.00,510.00, 339-2792,0.00,1.00,28.00,110.00,94.00,19.00,142.00,76.00,12.00,237.00,87.00,11.00,6.00,3.00,2.00,2.00,0.00
SC,36.00,408.00, 359-5091,0.00,1.00,43.00,30.00,123.00,5.00,129.00,117.00,11.00,326.00,105.00,15.00,9.00,6.00,2.00,2.00,0.00
SC,95.00,415.00, 358-4181,0.00,0.00,0.00,227.00,98.00,39.00,89.00,107.00,8.00,166.00,105.00,7.00,12.00,3.00,3.00,2.00,0.00
MO,167.00,415.00, 397-8772,1.00,0.00,0.00,245.00,91.00,42.00,61.00,105.00,5.00,177.00,110.00,8.00,11.00,3.00,3.00,2.00,0.00
SC,99.00,415.00, 402-9173,0.00,0.00,0.00,174.00,102.00,30.00,99.00,118.00,8.00,212.00,126.00,10.00,8.00,2.00,2.00,2.00,0.00
WY,46.00,510.00, 331-9226,1.00,1.00,27.00,171.00,73.00,29.00,185.00,77.00,16.00,131.00,94.00,6.00,6.00,7.00,2.00,2.00,0.00
NM,122.00,408.00, 385-8730,0.00,1.00,23.00,134.00,85.00,23.00,227.00,132.00,19.00,122.00,96.00,6.00,9.00,2.00,2.00,2.00,0.00
CA,93.00,415.00, 356-5491,0.00,1.00,36.00,179.00,134.00,30.00,179.00,102.00,15.00,127.00,82.00,6.00,8.00,4.00,2.00,2.00,0.00
KY,95.00,510.00, 417-9278,0.00,0.00,0.00,157.00,116.00,27.00,198.00,77.00,17.00,128.00,111.00,6.00,8.00,4.00,2.00,2.00,0.00
WA,106.00,415.00, 342-3748,0.00,0.00,0.00,150.00,114.00,25.00,105.00,72.00,9.00,228.00,87.00,10.00,9.00,2.00,2.00,2.00,0.00
SD,75.00,408.00, 335-3681,0.00,0.00,0.00,148.00,110.00,25.00,192.00,97.00,16.00,135.00,68.00,6.00,16.00,3.00,4.00,2.00,0.00
KY,74.00,415.00, 346-7302,0.00,1.00,35.00,154.00,104.00,26.00,123.00,84.00,10.00,202.00,57.00,9.00,11.00,9.00,3.00,2.00,0.00
ID,46.00,415.00, 384-1833,0.00,0.00,0.00,125.00,133.00,21.00,157.00,143.00,13.00,199.00,72.00,9.00,9.00,4.00,2.00,2.00,0.00
OR,134.00,415.00, 359-7255,0.00,1.00,50.00,209.00,130.00,36.00,133.00,104.00,11.00,137.00,107.00,6.00,11.00,4.00,3.00,2.00,0.00
MD,67.00,415.00, 330-1835,0.00,0.00,0.00,172.00,80.00,29.00,110.00,81.00,9.00,195.00,111.00,9.00,12.00,4.00,3.00,2.00,0.00
IL,68.00,415.00, 334-9743,0.00,0.00,0.00,135.00,73.00,23.00,207.00,117.00,18.00,138.00,104.00,6.00,9.00,2.00,3.00,2.00,0.00
DC,98.00,415.00, 343-3978,0.00,0.00,0.00,163.00,81.00,28.00,159.00,114.00,14.00,157.00,97.00,7.00,10.00,1.00,3.00,2.00,0.00
CT,92.00,408.00, 411-1056,0.00,0.00,0.00,251.00,100.00,43.00,42.00,94.00,4.00,186.00,100.00,8.00,10.00,6.00,3.00,2.00,0.00
ME,105.00,408.00, 402-9982,0.00,1.00,33.00,210.00,68.00,36.00,147.00,140.00,12.00,121.00,131.00,5.00,11.00,3.00,3.00,2.00,0.00
DC,138.00,415.00, 329-6562,0.00,0.00,0.00,171.00,87.00,29.00,118.00,116.00,10.00,188.00,111.00,8.00,11.00,7.00,3.00,2.00,0.00
GA,58.00,408.00, 389-9120,0.00,0.00,0.00,165.00,100.00,28.00,116.00,87.00,10.00,194.00,118.00,9.00,13.00,5.00,3.00,2.00,0.00
NH,125.00,415.00, 359-3901,0.00,1.00,25.00,190.00,133.00,32.00,181.00,61.00,15.00,104.00,110.00,5.00,13.00,3.00,3.00,2.00,0.00
HI,98.00,408.00, 381-8593,0.00,1.00,30.00,110.00,71.00,19.00,182.00,108.00,16.00,184.00,88.00,8.00,11.00,8.00,3.00,2.00,0.00
OK,92.00,510.00, 411-8140,0.00,0.00,0.00,176.00,85.00,30.00,93.00,125.00,8.00,207.00,107.00,9.00,10.00,1.00,3.00,2.00,0.00
MO,168.00,415.00, 339-9026,0.00,1.00,42.00,97.00,57.00,17.00,204.00,98.00,17.00,174.00,124.00,8.00,11.00,2.00,3.00,2.00,0.00
IL,142.00,415.00, 416-8428,0.00,0.00,0.00,85.00,95.00,14.00,137.00,63.00,12.00,251.00,148.00,11.00,14.00,6.00,4.00,2.00,0.00
NY,115.00,510.00, 402-1607,0.00,1.00,16.00,133.00,110.00,23.00,186.00,111.00,16.00,162.00,113.00,7.00,6.00,4.00,2.00,2.00,0.00
DC,74.00,415.00, 371-1514,0.00,0.00,0.00,86.00,83.00,15.00,248.00,67.00,21.00,142.00,85.00,6.00,10.00,5.00,3.00,2.00,0.00
IN,98.00,408.00, 376-4300,0.00,1.00,21.00,65.00,98.00,11.00,176.00,86.00,15.00,245.00,84.00,11.00,0.00,0.00,0.00,2.00,0.00
WV,62.00,415.00, 351-3169,0.00,0.00,0.00,190.00,122.00,32.00,104.00,95.00,9.00,181.00,106.00,8.00,11.00,5.00,3.00,2.00,0.00
NV,134.00,408.00, 380-4150,0.00,0.00,0.00,107.00,146.00,18.00,220.00,116.00,19.00,150.00,108.00,7.00,7.00,3.00,2.00,2.00,0.00
VA,136.00,408.00, 411-5078,0.00,0.00,0.00,142.00,79.00,24.00,158.00,113.00,13.00,178.00,75.00,8.00,6.00,11.00,2.00,2.00,0.00
OK,88.00,408.00, 338-8050,0.00,0.00,0.00,65.00,97.00,11.00,168.00,76.00,14.00,236.00,113.00,11.00,14.00,1.00,4.00,2.00,0.00
NV,64.00,415.00, 396-2324,0.00,0.00,0.00,97.00,80.00,17.00,186.00,90.00,16.00,189.00,92.00,9.00,10.00,6.00,3.00,2.00,0.00
SD,39.00,408.00, 397-7074,0.00,0.00,0.00,179.00,88.00,30.00,148.00,124.00,13.00,147.00,116.00,7.00,9.00,4.00,2.00,2.00,0.00
CT,100.00,415.00, 389-2114,0.00,0.00,0.00,236.00,130.00,40.00,176.00,69.00,15.00,64.00,122.00,3.00,7.00,1.00,2.00,2.00,0.00
NE,42.00,510.00, 418-9470,0.00,0.00,0.00,144.00,96.00,24.00,221.00,98.00,19.00,109.00,94.00,5.00,9.00,1.00,2.00,2.00,0.00
WV,54.00,510.00, 353-2450,0.00,1.00,33.00,112.00,90.00,19.00,208.00,112.00,18.00,150.00,83.00,7.00,11.00,4.00,3.00,2.00,0.00
OR,110.00,408.00, 333-3421,0.00,0.00,0.00,150.00,112.00,25.00,180.00,93.00,15.00,140.00,119.00,6.00,12.00,4.00,3.00,2.00,0.00
KY,38.00,408.00, 352-9947,0.00,1.00,36.00,115.00,98.00,20.00,166.00,83.00,14.00,185.00,79.00,8.00,15.00,6.00,4.00,2.00,0.00
OR,153.00,415.00, 420-1372,0.00,0.00,0.00,202.00,132.00,34.00,159.00,78.00,14.00,111.00,98.00,5.00,9.00,4.00,2.00,2.00,0.00
SC,78.00,415.00, 418-1122,0.00,0.00,0.00,131.00,98.00,22.00,190.00,95.00,16.00,147.00,83.00,7.00,11.00,2.00,3.00,2.00,0.00
NE,63.00,510.00, 420-6041,0.00,0.00,0.00,82.00,105.00,14.00,203.00,66.00,17.00,181.00,109.00,8.00,13.00,3.00,3.00,2.00,0.00
FL,75.00,510.00, 394-8504,0.00,1.00,26.00,119.00,86.00,20.00,214.00,118.00,18.00,133.00,99.00,6.00,13.00,3.00,4.00,2.00,0.00
